,Name,BSE Code,NSE Code,MoneyControl Link,Rediff Link,Sector
1310,L&T Technology Services Ltd.,,LTTS,,https://money.rediff.com/companies/L-T-Technology-Services-Ltd/13520838,
1311,La Opala RG Ltd.,,LAOPALA,,https://money.rediff.com/companies/La-Opala-RG-Ltd/14580030,
1312,Labh Construction & Industries Ltd.,,LABHCONSTBE,,https://money.rediff.com/companies/Labh-Construction-Industries-Ltd/11600037,
1313,Lagnam Spintex Ltd.,,LAGNAMSM,,https://money.rediff.com/companies/Lagnam-Spintex-Ltd/16030298,
1314,Lakshmi Electrical Control Systems Ltd.,,LAKSELECONBE,,https://money.rediff.com/companies/Lakshmi-Electrical-Control-Systems-Ltd/13130002,
1315,Lakshmi Energy & Foods Ltd.,,LAKSHMIEFLBZ,,https://money.rediff.com/companies/Lakshmi-Energy-Foods-Ltd/17020292,
1316,Lakshmi Finance & Industrial Corporation Ltd.,,LFICBE,,https://money.rediff.com/companies/Lakshmi-Finance-Industrial-Corporation-Ltd/14010238,
1317,Lakshmi Machine Works Ltd.,,LAXMIMACH,,https://money.rediff.com/companies/Lakshmi-Machine-Works-Ltd/13640004,
1318,Lakshmi Mills Company Ltd.,,LAKSHMIMIL,,https://money.rediff.com/companies/Lakshmi-Mills-Company-Ltd/16010012,
1319,Lakshmi Precision Screws Ltd.,,LAKPREBZ,,https://money.rediff.com/companies/Lakshmi-Precision-Screws-Ltd/14540003,
1320,Lakshmi Vilas Bank Ltd.,,LAKSHVILAS,,https://money.rediff.com/companies/Lakshmi-Vilas-Bank-Ltd/14030039,
1321,Lambodhara Textiles Ltd.,,LAMBODHARA,,https://money.rediff.com/companies/Lambodhara-Textiles-Ltd/16030152,
1322,Lan Eseda Industries Ltd.,,LANESEDA,,https://money.rediff.com/companies/Lan-Eseda-Industries-Ltd/13020002,
1323,Lanco Infratech Ltd.,,LITL,,https://money.rediff.com/companies/Lanco-Infratech-Ltd/13530004,
1324,Landmark Property Development Company Ltd.,,LPDCBE,,https://money.rediff.com/companies/Landmark-Property-Development-Company-Ltd/11620132,
1325,Larsen & Toubro Infotech Ltd.,,LTI,,https://money.rediff.com/companies/Larsen-Toubro-Infotech-Ltd/13190108,
1326,Larsen & Toubro Ltd.,,LT,,https://money.rediff.com/companies/Larsen-Toubro-Ltd/17010013,
1327,Lasa Supergenerics Ltd.,,LASABE,,https://money.rediff.com/companies/Lasa-Supergenerics-Ltd/12060116,
1328,Latteys Industries Ltd.,,LATTEYSSM,,https://money.rediff.com/companies/Latteys-Industries-Ltd/13600045,
1329,Laurus Labs Ltd.,,LAURUSLABS,,https://money.rediff.com/companies/Laurus-Labs-Ltd/12541431,
1330,Laxmi Cotspin Ltd.,,LAXMICOTSM,,https://money.rediff.com/companies/Laxmi-Cotspin-Ltd/16490961,
1331,Laxmi Goldorna House Ltd.,,LGHLSM,,https://money.rediff.com/companies/Laxmi-Goldorna-House-Ltd/15070559,
1332,LCC Infotech Ltd.,,LCCINFOTECBZ,,https://money.rediff.com/companies/LCC-Infotech-Ltd/14080036,
1333,LD Textile Industries Ltd.,,LDTEXTBE,,https://money.rediff.com/companies/LD-Textile-Industries-Ltd/16040017,
1334,Leel Electricals Ltd.,,LEELBZ,,https://money.rediff.com/companies/Leel-Electricals-Ltd/13150041,
1335,Lemon Tree Hotels Ltd.,,LEMONTREE,,https://money.rediff.com/companies/Lemon-Tree-Hotels-Ltd/16620202,
1336,Lexus Granito (India) Ltd.,,LEXUSST,,https://money.rediff.com/companies/Lexus-Granito-India-Ltd/11550122,
1337,LG Balakrishnan & Bros Ltd.,,LGBBROSLTD,,https://money.rediff.com/companies/LG-Balakrishnan-Bros-Ltd/13520033,
1338,LGB Forge Ltd.,,LGBFORGEBE,,https://money.rediff.com/companies/LGB-Forge-Ltd/13570040,
1339,Libas Designs Ltd.,,LIBAS,,https://money.rediff.com/companies/Libas-Designs-Ltd/16070225,
1340,Liberty Shoes Ltd.,,LIBERTSHOE,,https://money.rediff.com/companies/Liberty-Shoes-Ltd/16510008,
1341,LIC Housing Finance Ltd.,,LICHSGFIN,,https://money.rediff.com/companies/LIC-Housing-Finance-Ltd/14080009,
1342,Lila World Wide Ltd.,,VATSMUSC,,https://money.rediff.com/companies/Lila-World-Wide-Ltd/17040009,
1343,Linc Pen & Plastics Ltd.,,LINCPEN,,https://money.rediff.com/companies/Linc-Pen-Plastics-Ltd/17020344,
1344,Lincoln Pharmaceuticals Ltd.,,LINCOLN,,https://money.rediff.com/companies/Lincoln-Pharmaceuticals-Ltd/12540326,
1345,Linde India Ltd.,,LINDEINDIA,,https://money.rediff.com/companies/Linde-India-Ltd/14560004,
1346,LKP Finance Ltd.,,LKPMERFINBE,,https://money.rediff.com/companies/LKP-Finance-Ltd/14060046,
1347,Lloyds Finance Ltd.,,LLOYDFINBE,,https://money.rediff.com/companies/Lloyds-Finance-Ltd/14060010,
1348,Lloyds Metals & Energy Ltd.,,LLOYDMETALBE,,https://money.rediff.com/companies/Lloyds-Metals-Energy-Ltd/15620013,
1349,Lloyds Steels Industries Ltd.,,LSILBE,,https://money.rediff.com/companies/Lloyds-Steels-Industries-Ltd/15510582,
1350,LML Ltd.,,LML,,https://money.rediff.com/companies/LML-Ltd/10540008,
1351,Lok Housing & Constructions Ltd.,,LOKHSGBE,,https://money.rediff.com/companies/Lok-Housing-Constructions-Ltd/11610004,
1352,Lokesh Machines Ltd.,,LOKESHMACH,,https://money.rediff.com/companies/Lokesh-Machines-Ltd/13620049,
1353,Lords Chloro Alkali Ltd.,,MODIALKALIBE,,https://money.rediff.com/companies/Lords-Chloro-Alkali-Ltd/12090007,
1354,Lotte India Corporation Ltd.,,LOTTEINDIA,,https://money.rediff.com/companies/Lotte-India-Corporation-Ltd/11050040,
1355,Lotus Eye Hospital and Institute Ltd.,,LOTUSEYE,,https://money.rediff.com/companies/Lotus-Eye-Hospital-and-Institute-Ltd/16550084,
1356,Lovable Lingerie Ltd.,,LOVABLE,,https://money.rediff.com/companies/Lovable-Lingerie-Ltd/17028046,
1357,LT Foods Ltd.,,DAAWAT,,https://money.rediff.com/companies/LT-Foods-Ltd/17024837,
1358,Lumax Auto Technologies Ltd.,,LUMAXTECH,,https://money.rediff.com/companies/Lumax-Auto-Technologies-Ltd/10670065,
1359,Lumax Automotive Systems Ltd.,,LUMAXAUTOBZ,,https://money.rediff.com/companies/Lumax-Automotive-Systems-Ltd/10670059,
1360,Lumax Industries Ltd.,,LUMAXIND,,https://money.rediff.com/companies/Lumax-Industries-Ltd/10620002,
1361,Lupin Ltd.,,LUPIN,,https://money.rediff.com/companies/Lupin-Ltd/12540136,
1362,Lux Industries Ltd.,,LUXIND,,https://money.rediff.com/companies/Lux-Industries-Ltd/17025232,
1363,Lyka Labs Ltd.,,LYKALABSBE,,https://money.rediff.com/companies/Lyka-Labs-Ltd/12540068,
1364,Lypsa Gems & Jewellery Ltd.,,LYPSAGEMS,,https://money.rediff.com/companies/Lypsa-Gems-Jewellery-Ltd/14590160,
1365,M K Proteins Ltd.,,MKPLSM,,https://money.rediff.com/companies/M-K-Proteins-Ltd/11120212,
1366,M M Forgings Ltd.,,MMFL,,https://money.rediff.com/companies/M-M-Forgings-Ltd/13560065,
1367,M P Agro Industries Ltd.,,MPAGROFERTBE,,https://money.rediff.com/companies/M-P-Agro-Industries-Ltd/12100012,
1368,M R Organisation Ltd.,,MROIT,,https://money.rediff.com/companies/M-R-Organisation-Ltd/13610041,
1369,Maan Aluminium Ltd.,,MAANALU,,https://money.rediff.com/companies/Maan-Aluminium-Ltd/15040022,
1370,Maars Software International Ltd.,,MAARSOFTWBE,,https://money.rediff.com/companies/Maars-Software-International-Ltd/13020058,
1371,Macpower CNC Machines Ltd.,,MACPOWERSM,,https://money.rediff.com/companies/Macpower-CNC-Machines-Ltd/13520875,
1372,Madhav Copper Ltd.,,MCLSM,,https://money.rediff.com/companies/Madhav-Copper-Ltd/15170030,
1373,Madhav Marbles & Granites Ltd.,,MADHAV,,https://money.rediff.com/companies/Madhav-Marbles-Granites-Ltd/11540021,
1374,Madhucon Projects Ltd.,,MADHUCONBE,,https://money.rediff.com/companies/Madhucon-Projects-Ltd/11600045,
1375,Madhur Industries Ltd.,,MADHURFOODBE,,https://money.rediff.com/companies/Madhur-Industries-Ltd/11050032,
1376,Madhusudan Industries Ltd.,,MADSUDINDBE,,https://money.rediff.com/companies/Madhusudan-Industries-Ltd/11060016,
1377,Madhya Bharat Agro Products Ltd.,,MBAPLBE,,https://money.rediff.com/companies/Madhya-Bharat-Agro-Products-Ltd/11330106,
1378,Madhya Pradesh Today Media Ltd.,,MPTODAYSM,,https://money.rediff.com/companies/Madhya-Pradesh-Today-Media-Ltd/17040969,
1379,Madras Aluminium Company Ltd.,,MALCO,,https://money.rediff.com/companies/Madras-Aluminium-Company-Ltd/15040003,
1380,Madras Fertilizers Ltd.,,MADRASFERT,,https://money.rediff.com/companies/Madras-Fertilizers-Ltd/12100021,
1381,Mafatlal Industries Ltd.,,MAFATLAINDBE,,https://money.rediff.com/companies/Mafatlal-Industries-Ltd/16010027,
1382,Magadh Sugar & Energy Ltd.,,MAGADSUGAR,,https://money.rediff.com/companies/Magadh-Sugar-Energy-Ltd/11320118,
1383,Magma Fincorp Ltd.,,MAGMA,,https://money.rediff.com/companies/Magma-Fincorp-Ltd/14560019,
1384,Magnum Ventures Ltd.,,MAGNUMBE,,https://money.rediff.com/companies/Magnum-Ventures-Ltd/16530167,
1385,Maha Rashtra Apex Corporation Ltd.,,MAHAPEXLTDBE,,https://money.rediff.com/companies/Maha-Rashtra-Apex-Corporation-Ltd/14060048,
1386,Mahamaya Steel Industries Ltd.,,MAHASTEEL,,https://money.rediff.com/companies/Mahamaya-Steel-Industries-Ltd/15540023,
1387,Mahanagar Gas Ltd.,,MGL,,https://money.rediff.com/companies/Mahanagar-Gas-Ltd/14560035,
1388,Mahanagar Telephone Nigam Ltd.,,MTNL,,https://money.rediff.com/companies/Mahanagar-Telephone-Nigam-Ltd/15140011,
1389,Maharashtra Scooters Ltd.,,MAHSCOOTER,,https://money.rediff.com/companies/Maharashtra-Scooters-Ltd/10540012,
1390,Maharashtra Seamless Ltd.,,MAHSEAMLES,,https://money.rediff.com/companies/Maharashtra-Seamless-Ltd/15570003,
1391,Mahaveer Cotts Strings Ltd.,,MCSLIT,,https://money.rediff.com/companies/Mahaveer-Cotts-Strings-Ltd/16030271,
1392,Mahendra Petrochemicals Ltd.,,MAHENDSUITBE,,https://money.rediff.com/companies/Mahendra-Petrochemicals-Ltd/16040034,
1393,Maheshwari Logistics Ltd.,,MAHESHWARI,,https://money.rediff.com/companies/Maheshwari-Logistics-Ltd/16590067,
1394,Mahickra Chemicals Ltd.,,MAHICKRASM,,https://money.rediff.com/companies/Mahickra-Chemicals-Ltd/12060123,
1395,Mahindra & Mahindra Financial Services Ltd.,,MandMFIN,,https://money.rediff.com/companies/Mahindra-Mahindra-Financial-Services-Ltd/10520003.14,
1396,Mahindra & Mahindra Ltd.,,MandM,,https://money.rediff.com/companies/Mahindra-Mahindra-Ltd/10520003,
1397,Mahindra CIE Automotive Ltd.,,MAHINDCIE,,https://money.rediff.com/companies/Mahindra-CIE-Automotive-Ltd/15510021,
1398,Mahindra EPC Irrigation Ltd.,,MAHEPC,,https://money.rediff.com/companies/Mahindra-EPC-Irrigation-Ltd/17020105,
1399,Mahindra Holidays & Resorts India Ltd.,,MHRIL,,https://money.rediff.com/companies/Mahindra-Holidays-Resorts-India-Ltd/16560125,
1400,Mahindra Lifespace Developers Ltd.,,MAHLIFE,,https://money.rediff.com/companies/Mahindra-Lifespace-Developers-Ltd/11600074,
1401,Mahindra Logistics Ltd.,,MAHLOG,,https://money.rediff.com/companies/Mahindra-Logistics-Ltd/17025512,
1402,Mahindra Ugine Steel Company Ltd.,,MAHINDUGIN,,https://money.rediff.com/companies/Mahindra-Ugine-Steel-Company-Ltd/15520013,
1403,Maikaal Fibres Ltd.,,MAIKALFIBRBE,,https://money.rediff.com/companies/Maikaal-Fibres-Ltd/16030101,
1404,Maithan Alloys Ltd.,,MAITHANALL,,https://money.rediff.com/companies/Maithan-Alloys-Ltd/14520022,
1405,Majesco Ltd.,,MAJESCO,,https://money.rediff.com/companies/Majesco-Ltd/13192382,
1406,Majestic Auto Ltd.,,MAJESAUTO,,https://money.rediff.com/companies/Majestic-Auto-Ltd/10540013,
1407,Majestic Industries Ltd.,,MAJESTINDBE,,https://money.rediff.com/companies/Majestic-Industries-Ltd/15540037,
1408,Malu Paper Mills Ltd.,,MALUPAPER,,https://money.rediff.com/companies/Malu-Paper-Mills-Ltd/16670003,
1409,Malwa Cotton Spinning Mills Ltd.,,MALWACOTTBZ,,https://money.rediff.com/companies/Malwa-Cotton-Spinning-Mills-Ltd/16030030,
1410,Man Industries (India) Ltd.,,MANINDS,,https://money.rediff.com/companies/Man-Industries-India-Ltd/15010008,
1411,Man Infraconstruction Ltd.,,MANINFRA,,https://money.rediff.com/companies/Man-Infraconstruction-Ltd/11600159,
1412,Manaksia Aluminium Company Ltd.,,MANAKALUCO,,https://money.rediff.com/companies/Manaksia-Aluminium-Company-Ltd/17028354,
1413,Manaksia Coated Metals & Industries Ltd.,,MANAKCOAT,,https://money.rediff.com/companies/Manaksia-Coated-Metals-Industries-Ltd/17028356,
1414,Manaksia Ltd.,,MANAKSIA,,https://money.rediff.com/companies/Manaksia-Ltd/17024027,
1415,Manaksia Steels Ltd.,,MANAKSTEEL,,https://money.rediff.com/companies/Manaksia-Steels-Ltd/15510157,
1416,Manali Petrochemicals Ltd.,,MANALIPETC,,https://money.rediff.com/companies/Manali-Petrochemicals-Ltd/12130018,
1417,Manappuram Finance Ltd.,,MANAPPURAM,,https://money.rediff.com/companies/Manappuram-Finance-Ltd/14060339,
1418,Manav Infra Projects Ltd.,,MANAVSM,,https://money.rediff.com/companies/Manav-Infra-Projects-Ltd/11623321,
1419,Mangalam Cement Ltd.,,MANGLMCEM,,https://money.rediff.com/companies/Mangalam-Cement-Ltd/11510022,
1420,Mangalam Drugs and Organics Ltd.,,MANGALAMBE,,https://money.rediff.com/companies/Mangalam-Drugs-and-Organics-Ltd/12540551,
1421,Mangalam Global Enterprise Ltd.,,MGELSM,,https://money.rediff.com/companies/Mangalam-Global-Enterprise-Ltd/12060129,
1422,Mangalam Timber Products Ltd.,,MANGTIMBER,,https://money.rediff.com/companies/Mangalam-Timber-Products-Ltd/11570002,
1423,Mangalore Chemicals & Fertilizers Ltd.,,MANGCHEFER,,https://money.rediff.com/companies/Mangalore-Chemicals-Fertilizers-Ltd/12100008,
1424,Mangalore Refinery And Petrochemicals Ltd.,,MRPL,,https://money.rediff.com/companies/Mangalore-Refinery-And-Petrochemicals-Ltd/12130017,
1425,Manjeera Constructions Ltd.,,MANJEERA,,https://money.rediff.com/companies/Manjeera-Constructions-Ltd/11600054,
1426,Manjushree Technopack Ltd.,,MANJUSHREE,,https://money.rediff.com/companies/Manjushree-Technopack-Ltd/14590128,
1427,Manpasand Beverages Ltd.,,MANPASANDBZ,,https://money.rediff.com/companies/Manpasand-Beverages-Ltd/11090103,
1428,Manugraph India Ltd.,,MANUGRAPHBE,,https://money.rediff.com/companies/Manugraph-India-Ltd/13510019,
1429,Maral Overseas Ltd.,,MARALOVER,,https://money.rediff.com/companies/Maral-Overseas-Ltd/16030023,
1430,Marathon Nextgen Realty Ltd.,,MARATHON,,https://money.rediff.com/companies/Marathon-Nextgen-Realty-Ltd/16010008,
1431,Marg Ltd.,,MARG,,https://money.rediff.com/companies/Marg-Ltd/11610045,
1432,Marico Kaya Enterprises Ltd.,,MAKE,,https://money.rediff.com/companies/Marico-Kaya-Enterprises-Ltd/16550316,
1433,Marico Ltd.,,MARICO,,https://money.rediff.com/companies/Marico-Ltd/11120039,
1434,Marine Electricals (India) Ltd.,,MARINESM,,https://money.rediff.com/companies/Marine-Electricals-India-Ltd/13150266,
1435,Marksans Pharma Ltd.,,MARKSANS,,https://money.rediff.com/companies/Marksans-Pharma-Ltd/12540171,
1436,Marshall Machines Ltd.,,MARSHALLSM,,https://money.rediff.com/companies/Marshall-Machines-Ltd/13520882,
1437,Maruti Suzuki India Ltd.,,MARUTI,,https://money.rediff.com/companies/Maruti-Suzuki-India-Ltd/10520005,
1438,Marvel Decor Ltd.,,MDLSM,,https://money.rediff.com/companies/Marvel-Decor-Ltd/11570096,
1439,Mas Financial Services Ltd.,,MASFIN,,https://money.rediff.com/companies/Mas-Financial-Services-Ltd/14091040,
1440,Mask Investments Ltd.,,MASKINVESTBE,,https://money.rediff.com/companies/Mask-Investments-Ltd/14090312,
1441,Mastek Ltd.,,MASTEK,,https://money.rediff.com/companies/Mastek-Ltd/13020010,
1442,Matrimony.com Ltd.,,MATRIMONY,,https://money.rediff.com/companies/Matrimony-com-Ltd/16690584,
1443,Mavi Industries Ltd.,,KRISNAFILA,,https://money.rediff.com/companies/Mavi-Industries-Ltd/12150026,
1444,Mawana Sugars Ltd.,,MAWANASUGBE,,https://money.rediff.com/companies/Mawana-Sugars-Ltd/11080022,
1445,Mawana Sugars Ltd.(Old),,MAWANA,,https://money.rediff.com/companies/Mawana-Sugars-Ltd-Old/11080071,
1446,Max Financial Services Ltd.,,MFSL,,https://money.rediff.com/companies/Max-Financial-Services-Ltd/12540033,
1447,Max India Ltd.,,MAXINDIA,,https://money.rediff.com/companies/Max-India-Ltd/14620183,
1448,Max Ventures and Industries Ltd.,,MAXVIL,,https://money.rediff.com/companies/Max-Ventures-and-Industries-Ltd/14620184,
1449,Mayur Uniquoters Ltd.,,MAYURUNIQ,,https://money.rediff.com/companies/Mayur-Uniquoters-Ltd/12200057,
1450,Mazda Ltd.,,MAZDA,,https://money.rediff.com/companies/Mazda-Ltd/13610019,
1451,MBL Infrastructures Ltd.,,MBLINFRABE,,https://money.rediff.com/companies/MBL-Infrastructures-Ltd/11600361,
1452,McDowell Holdings Ltd.,,MCDHOLDING,,https://money.rediff.com/companies/McDowell-Holdings-Ltd/11100041,
1453,McLeod Russel (India) Ltd.,,MCLEODRUSSBE,,https://money.rediff.com/companies/McLeod-Russel-India-Ltd/11040017,
1454,McNally Bharat Engineering Company Ltd.,,MBECLBE,,https://money.rediff.com/companies/McNally-Bharat-Engineering-Company-Ltd/13520109,
1455,Medi-Caps Ltd.,,MEDICAPSBE,,https://money.rediff.com/companies/Medi-Caps-Ltd/12610002,
1456,Media Matrix Worldwide Ltd.,,MMWL,,https://money.rediff.com/companies/Media-Matrix-Worldwide-Ltd/14060592,
1457,Megasoft Ltd.,,MEGASOFT,,https://money.rediff.com/companies/Megasoft-Ltd/13190177,
1458,Meghmani Organics Ltd.,,MEGH,,https://money.rediff.com/companies/Meghmani-Organics-Ltd/12120059,
1459,Melstar Information Technology Ltd.,,MELSTARBZ,,https://money.rediff.com/companies/Melstar-Information-Technology-Ltd/13020102,
1460,Menon Bearings Ltd.,,MENONBE,,https://money.rediff.com/companies/Menon-Bearings-Ltd/14510012,
1461,MEP Infrastructure Developers Ltd.,,MEPBE,,https://money.rediff.com/companies/MEP-Infrastructure-Developers-Ltd/15210578,
1462,Mercator Ltd.,,MERCATORBE,,https://money.rediff.com/companies/Mercator-Ltd/16580012,
1463,Mesco Pharmaceuticals Ltd.,,MESCOPHARMBE,,https://money.rediff.com/companies/Mesco-Pharmaceuticals-Ltd/12540143,
1464,Metalman Industries Ltd.,,METALPIPEBE,,https://money.rediff.com/companies/Metalman-Industries-Ltd/15580009,
1465,Metalyst Forgings Ltd.,,METALFORGEBE,,https://money.rediff.com/companies/Metalyst-Forgings-Ltd/13570009,
1466,Metkore Alloys & Industries Ltd.,,METKOREBZ,,https://money.rediff.com/companies/Metkore-Alloys-Industries-Ltd/14520026,
1467,Metrochem Industries Ltd.[Amalgamated],,METROCHEM,,https://money.rediff.com/companies/Metrochem-Industries-Ltd-Amalgamated/16090031,
1468,Metroglobal Ltd.,,GLOBABOARDBE,,https://money.rediff.com/companies/Metroglobal-Ltd/16530092,
1469,Metropolis Healthcare Ltd.,,METROPOLIS,,https://money.rediff.com/companies/Metropolis-Healthcare-Ltd/16550066,
1470,MIC Electronics Ltd.,,MICBE,,https://money.rediff.com/companies/MIC-Electronics-Ltd/15140079,
1471,Micro Technologies (India) Ltd.,,MICROTECH,,https://money.rediff.com/companies/Micro-Technologies-India-Ltd/13190022,
1472,MIG Media Neurons Ltd.,,MMNLIT,,https://money.rediff.com/companies/MIG-Media-Neurons-Ltd/17040854,
1473,Millennium Beer Industries Ltd.[Amalgamated],,INERTIAINDBE,,https://money.rediff.com/companies/Millennium-Beer-Industries-Ltd-Amalgamated/11090019,
1474,Milton Industries Ltd.,,MILTONSM,,https://money.rediff.com/companies/Milton-Industries-Ltd/16490546,
1475,Minda Corporation Ltd.,,MINDACORP,,https://money.rediff.com/companies/Minda-Corporation-Ltd/10670088,
1476,Minda Industries Ltd.,,MINDAIND,,https://money.rediff.com/companies/Minda-Industries-Ltd/10600006,
1477,Mindpool Technologies Ltd.,,MINDPOOLSM,,https://money.rediff.com/companies/Mindpool-Technologies-Ltd/13192673,
1478,Mindteck (India) Ltd.,,MINDTECK,,https://money.rediff.com/companies/Mindteck-India-Ltd/13010019,
1479,MindTree Ltd.,,MINDTREE,,https://money.rediff.com/companies/MindTree-Ltd/13190978,
1480,MIRC Electronics Ltd.,,MIRCELECTRBE,,https://money.rediff.com/companies/MIRC-Electronics-Ltd/13090047,
1481,Mirza International Ltd.,,MIRZAINT,,https://money.rediff.com/companies/Mirza-International-Ltd/16520034,
1482,Mishra Dhatu Nigam Ltd.,,MIDHANI,,https://money.rediff.com/companies/Mishra-Dhatu-Nigam-Ltd/15520047,
1483,MITCON Consultancy & Engineering Services Ltd.,,MITCONSM,,https://money.rediff.com/companies/MITCON-Consultancy-Engineering-Services-Ltd/16690429,
1484,Mittal Life Style Ltd.,,MITTAL,,https://money.rediff.com/companies/Mittal-Life-Style-Ltd/16070234,
1485,MMP Industries Ltd.,,MMP,,https://money.rediff.com/companies/MMP-Industries-Ltd/17152130,
1486,MMTC Ltd.,,MMTC,,https://money.rediff.com/companies/MMTC-Ltd/16610052,
1487,Modern Insulators Ltd.,,MODINSULATBE,,https://money.rediff.com/companies/Modern-Insulators-Ltd/13150025,
1488,Modern Malleables Ltd.,,MODERNMALBE,,https://money.rediff.com/companies/Modern-Malleables-Ltd/13150033,
1489,Modern Terry Towels  Ltd.,,MODERNWOOLBE,,https://money.rediff.com/companies/Modern-Terry-Towels-Ltd/16060001,
1490,Modi Rubber Ltd.,,MODIRUBBERBE,,https://money.rediff.com/companies/Modi-Rubber-Ltd/10680008,
1491,Modipon Ltd.,,MODIPONBE,,https://money.rediff.com/companies/Modipon-Ltd/12160009,
1492,Mohini Health & Hygiene Ltd.,,MOHINIIT,,https://money.rediff.com/companies/Mohini-Health-Hygiene-Ltd/16030281,
1493,Mohit Industries Ltd.,,MOHITIND,,https://money.rediff.com/companies/Mohit-Industries-Ltd/16020054,
1494,Mohota Industries Ltd.,,MOHOTAINDBE,,https://money.rediff.com/companies/Mohota-Industries-Ltd/16020108,
1495,MOIL Ltd.,,MOIL,,https://money.rediff.com/companies/MOIL-Ltd/15110040,
1496,Moksh Ornaments Ltd.,,MOKSHSM,,https://money.rediff.com/companies/Moksh-Ornaments-Ltd/15070473,
1497,Mold-Tek Packaging Ltd.,,MOLDTKPAC,,https://money.rediff.com/companies/Mold-Tek-Packaging-Ltd/12200107,
1498,Mold-Tek Technologies Ltd.,,MOLDTECH,,https://money.rediff.com/companies/Mold-Tek-Technologies-Ltd/14590049,
1499,Momai Apparels Ltd.[Merged],,MOMAISM,,https://money.rediff.com/companies/Momai-Apparels-Ltd-Merged/16070191,
1500,Monica Electronics Ltd.,,MONICAELECBE,,https://money.rediff.com/companies/Monica-Electronics-Ltd/13090046,
1501,Monnet Ispat & Energy Ltd.,,AIONJSW,,https://money.rediff.com/companies/Monnet-Ispat-Energy-Ltd/15560010,
1502,Monsanto India Ltd.,,MONSANTO,,https://money.rediff.com/companies/Monsanto-India-Ltd/12120007,
1503,Montari Industries Ltd.,,MONTARINDBE,,https://money.rediff.com/companies/Montari-Industries-Ltd/12120008,
1504,Monte Carlo Fashions Ltd.,,MONTECARLO,,https://money.rediff.com/companies/Monte-Carlo-Fashions-Ltd/16070195,
1505,Morarjee Textiles Ltd.,,MORARJEE,,https://money.rediff.com/companies/Morarjee-Textiles-Ltd/16490200,
1506,Morepen Laboratories Ltd.,,MOREPENLAB,,https://money.rediff.com/companies/Morepen-Laboratories-Ltd/12540145,
1507,Moser Baer India Ltd.,,MOSERBAERBZ,,https://money.rediff.com/companies/Moser-Baer-India-Ltd/13010024,
1508,Motherson Sumi Systems Ltd.,,MOTHERSUMI,,https://money.rediff.com/companies/Motherson-Sumi-Systems-Ltd/10670029,
1509,Motilal Oswal Financial Services Ltd.,,MOTILALOFS,,https://money.rediff.com/companies/Motilal-Oswal-Financial-Services-Ltd/14010615,
1510,Motor & General Finance Ltd.,,MOTOGENFINBE,,https://money.rediff.com/companies/Motor-General-Finance-Ltd/14060019,
1511,Motorol Enterprises Ltd.,,RINKIPETRO,,https://money.rediff.com/companies/Motorol-Enterprises-Ltd/12130021,
1512,MphasiS Ltd.,,MPHASIS,,https://money.rediff.com/companies/MphasiS-Ltd/13020026,
1513,MPIL Corporation Ltd.,,MATHPLATTBE,,https://money.rediff.com/companies/MPIL-Corporation-Ltd/13520014,
1514,MPL Plastics Ltd.,,MILTONPLAS,,https://money.rediff.com/companies/MPL-Plastics-Ltd/17020286,
1515,MPS Infotecnics Ltd.,,VISESHINFOBE,,https://money.rediff.com/companies/MPS-Infotecnics-Ltd/13020100,
1516,MPS Ltd.,,MPSLTD,,https://money.rediff.com/companies/MPS-Ltd/17020158,
1517,MRF Ltd.,,MRF,,https://money.rediff.com/companies/MRF-Ltd/10680013,
1518,MRO-TEK Realty Ltd.,,MRO-TEK,,https://money.rediff.com/companies/MRO-TEK-Realty-Ltd/13010044,
1519,MSP Steel & Power Ltd.,,MSPLBE,,https://money.rediff.com/companies/MSP-Steel-Power-Ltd/15510031,
1520,MSTC Ltd.,,MSTCLTD,,https://money.rediff.com/companies/MSTC-Ltd/16610125,
1521,MT Educare Ltd.,,MTEDUCARE,,https://money.rediff.com/companies/MT-Educare-Ltd/16690264,
1522,MTZ Industries Ltd.,,METAZINCBE,,https://money.rediff.com/companies/MTZ-Industries-Ltd/12080030,
1523,Mukand Engineers Ltd.,,MUKANDENGGBE,,https://money.rediff.com/companies/Mukand-Engineers-Ltd/11600021,
1524,Mukand Ltd.,,MUKANDLTDBE,,https://money.rediff.com/companies/Mukand-Ltd/15520004,
1525,Mukat Pipes Ltd.,,MUKATPIPEBE,,https://money.rediff.com/companies/Mukat-Pipes-Ltd/15580022,
1526,Mukerian Papers Ltd.,,MUKERPAPERBE,,https://money.rediff.com/companies/Mukerian-Papers-Ltd/16530032,
1527,Mukta Arts Ltd.,,MUKTAARTSBE,,https://money.rediff.com/companies/Mukta-Arts-Ltd/17040020,
1528,Multi - Arc India Ltd.,,MULTIARCBE,,https://money.rediff.com/companies/Multi-Arc-India-Ltd/17020236,
1529,Multi Commodity Exchange of India Ltd.,,MCX,,https://money.rediff.com/companies/Multi-Commodity-Exchange-of-India-Ltd/11250011,
1530,Munjal Auto Industries Ltd.,,MUNJALAU,,https://money.rediff.com/companies/Munjal-Auto-Industries-Ltd/12590002,
1531,Munjal Showa Ltd.,,MUNJALSHOW,,https://money.rediff.com/companies/Munjal-Showa-Ltd/10640002,
1532,Murli Industries Ltd.,,MURLIINDBZ,,https://money.rediff.com/companies/Murli-Industries-Ltd/11070085,
