,Name,BSE Code,NSE Code,MoneyControl Link,Rediff Link,Sector
2321,Taj GVK Hotels & Resorts Ltd.,,TAJGVK,,https://money.rediff.com/companies/Taj-GVK-Hotels-Resorts-Ltd/16620007,
2322,Take Solutions Ltd.,,TAKE,,https://money.rediff.com/companies/Take-Solutions-Ltd/13191001,
2323,Taksheel Solutions Ltd.,,TAKSHEELBE,,https://money.rediff.com/companies/Taksheel-Solutions-Ltd/13191578,
2324,Talbros Automotive Components Ltd.,,TALBROAUTO,,https://money.rediff.com/companies/Talbros-Automotive-Components-Ltd/10610008,
2325,Talwalkars Better Value Fitness Ltd.,,TALWALKARSBZ,,https://money.rediff.com/companies/Talwalkars-Better-Value-Fitness-Ltd/17027640,
2326,Talwalkars Healthclubs Ltd.,,TALWGYMBZ,,https://money.rediff.com/companies/Talwalkars-Healthclubs-Ltd/10780012,
2327,Tamil Nadu Newsprint And Papers Ltd.,,TNPL,,https://money.rediff.com/companies/Tamil-Nadu-Newsprint-And-Papers-Ltd/16530078,
2328,Tamil Nadu Telecommunications Ltd.,,TNTELEBE,,https://money.rediff.com/companies/Tamil-Nadu-Telecommunications-Ltd/15140013,
2329,Tamilnadu Petroproducts Ltd.,,TNPETRO,,https://money.rediff.com/companies/Tamilnadu-Petroproducts-Ltd/12130012,
2330,Taneja Aerospace & Aviation Ltd.,,TANEJAEROBE,,https://money.rediff.com/companies/Taneja-Aerospace-Aviation-Ltd/17020267,
2331,Tanfac Industries Ltd.,,TANFACIND,,https://money.rediff.com/companies/Tanfac-Industries-Ltd/12080007,
2332,Tanla Solutions Ltd.,,TANLA,,https://money.rediff.com/companies/Tanla-Solutions-Ltd/11050111,
2333,Tantia Constructions Ltd.,,TANTIACONSBE,,https://money.rediff.com/companies/Tantia-Constructions-Ltd/11600113,
2334,Tara Chand Logistic Solutions Ltd.,,TARACHANDSM,,https://money.rediff.com/companies/Tara-Chand-Logistic-Solutions-Ltd/17160056,
2335,Tara Jewels Ltd.,,TARAJEWELSBZ,,https://money.rediff.com/companies/Tara-Jewels-Ltd/15070223,
2336,Tarapur Transformers Ltd.,,TARAPURBE,,https://money.rediff.com/companies/Tarapur-Transformers-Ltd/15100054,
2337,Tarmat Ltd.,,TARMAT,,https://money.rediff.com/companies/Tarmat-Ltd/15210038,
2338,Tasty Bite Eatables Ltd.,,TASTYBITE,,https://money.rediff.com/companies/Tasty-Bite-Eatables-Ltd/11120009,
2339,Tata Chemicals Ltd.,,TATACHEM,,https://money.rediff.com/companies/Tata-Chemicals-Ltd/12090010,
2340,Tata Coffee Ltd.,,TATACOFFEE,,https://money.rediff.com/companies/Tata-Coffee-Ltd/11040006,
2341,Tata Communications Ltd.,,TATACOMM,,https://money.rediff.com/companies/Tata-Communications-Ltd/15140032,
2342,Tata Consultancy Services Ltd.,,TCS,,https://money.rediff.com/companies/Tata-Consultancy-Services-Ltd/13020033,
2343,Tata Consumer Products Ltd.,,TATACONSUM,,https://money.rediff.com/companies/Tata-Consumer-Products-Ltd/12660006,
2344,Tata Elxsi Ltd.,,TATAELXSI,,https://money.rediff.com/companies/Tata-Elxsi-Ltd/13010013,
2345,Tata Investment Corporation Ltd.,,TATAINVEST,,https://money.rediff.com/companies/Tata-Investment-Corporation-Ltd/14090012,
2346,Tata Metaliks Ltd.,,TATAMETALI,,https://money.rediff.com/companies/Tata-Metaliks-Ltd/15620008,
2347,Tata Motors Ltd.,,TATAMOTORS,,https://money.rediff.com/companies/Tata-Motors-Ltd/10510008,
2348,Tata Power Company Ltd.,,TATAPOWER,,https://money.rediff.com/companies/Tata-Power-Company-Ltd/15130008,
2349,Tata Steel BSL Ltd.,,TATASTLBSL,,https://money.rediff.com/companies/Tata-Steel-BSL-Ltd/15540019,
2350,Tata Steel Long Products Ltd.,,TATASTLLP,,https://money.rediff.com/companies/Tata-Steel-Long-Products-Ltd/15560006,
2351,Tata Steel Ltd.,,TATASTEEL,,https://money.rediff.com/companies/Tata-Steel-Ltd/15510001,
2352,Tata Teleservices (Maharashtra) Ltd.,,TTML,,https://money.rediff.com/companies/Tata-Teleservices-Maharashtra-Ltd/15200002.01,
2353,Tayo Rolls Ltd.,,TATAYODOGA,,https://money.rediff.com/companies/Tayo-Rolls-Ltd/15600008,
2354,TCI Developers Ltd.,,TCIDEVELOP,,https://money.rediff.com/companies/TCI-Developers-Ltd/16590045,
2355,TCI Express Ltd.,,TCIEXP,,https://money.rediff.com/companies/TCI-Express-Ltd/17030029,
2356,TCI Finance Ltd.,,TCIFINANCEBE,,https://money.rediff.com/companies/TCI-Finance-Ltd/14060034,
2357,TCNS Clothing Co. Ltd.,,TCNSBRANDS,,https://money.rediff.com/companies/TCNS-Clothing-Co-Ltd/16490518,
2358,TCP Ltd.,,TCPLTDBE,,https://money.rediff.com/companies/TCP-Ltd/17024130,
2359,TCPL Packaging Ltd.,,TCPLPACK,,https://money.rediff.com/companies/TCPL-Packaging-Ltd/17020001,
2360,TD Power Systems Ltd.,,TDPOWERSYS,,https://money.rediff.com/companies/TD-Power-Systems-Ltd/13120108,
2361,TeamLease Services Ltd.,,TEAMLEASE,,https://money.rediff.com/companies/TeamLease-Services-Ltd/14093696,
2362,Tech Mahindra Ltd.,,TECHM,,https://money.rediff.com/companies/Tech-Mahindra-Ltd/10520003.01,
2363,Techindia Nirman Ltd.,,TECHINBE,,https://money.rediff.com/companies/Techindia-Nirman-Ltd/11070109,
2364,Techno Electric & Engineering Company Ltd.,,TECHNOE,,https://money.rediff.com/companies/Techno-Electric-Engineering-Company-Ltd/17027639,
2365,Techno Electric & Engineering company Ltd. [Merged],,TECHNOELEC,,https://money.rediff.com/companies/Techno-Electric-Engineering-company-Ltd-Merged/15990007,
2366,Techno Electric & Engineering Company Ltd.[Old],,TECHNO,,https://money.rediff.com/companies/Techno-Electric-Engineering-Company-Ltd-Old/15130281,
2367,Technocraft Industries (India) Ltd.,,TIIL,,https://money.rediff.com/companies/Technocraft-Industries-India-Ltd/17010090,
2368,Technofab Engineering Ltd.,,TECHNOFABBE,,https://money.rediff.com/companies/Technofab-Engineering-Ltd/13530029,
2369,TECIL Chemicals & Hydro Power Ltd.,,TECILCHEMBE,,https://money.rediff.com/companies/TECIL-Chemicals-Hydro-Power-Ltd/12080039,
2370,Tecpro Systems Ltd.,,TECPROBZ,,https://money.rediff.com/companies/Tecpro-Systems-Ltd/13520223,
2371,Tejas Networks Ltd.,,TEJASNETBE,,https://money.rediff.com/companies/Tejas-Networks-Ltd/13010056,
2372,Teledata Marine Solutions Ltd.,,TELEMARINEBE,,https://money.rediff.com/companies/Teledata-Marine-Solutions-Ltd/13191461,
2373,Teledata Technology Solutions Ltd.,,TELEDATAITBE,,https://money.rediff.com/companies/Teledata-Technology-Solutions-Ltd/13191348,
2374,Telephone Cables Ltd.,,TELEPHNCAB,,https://money.rediff.com/companies/Telephone-Cables-Ltd/15060004,
2375,Television Eighteen India Ltd.,,TV-18,,https://money.rediff.com/companies/Television-Eighteen-India-Ltd/17040004,
2376,Tembo Global Industries Ltd.,,TEMBOSM,,https://money.rediff.com/companies/Tembo-Global-Industries-Ltd/13520880,
2377,Tera Software Ltd.,,TERASOFT,,https://money.rediff.com/companies/Tera-Software-Ltd/13190049,
2378,Terruzzi Fercalx India Ltd.,,VULCANENGBE,,https://money.rediff.com/companies/Terruzzi-Fercalx-India-Ltd/11600011,
2379,Texmaco Infrastructure & Holdings Ltd.,,TEXINFRA,,https://money.rediff.com/companies/Texmaco-Infrastructure-Holdings-Ltd/17010025,
2380,Texmaco Rail & Engineering Ltd.,,TEXRAIL,,https://money.rediff.com/companies/Texmaco-Rail-Engineering-Ltd/13510097,
2381,Texmo Pipes & Products Ltd.,,TEXMOPIPES,,https://money.rediff.com/companies/Texmo-Pipes-Products-Ltd/12190031,
2382,TGB Banquets and Hotels Ltd.,,TGBHOTELSBE,,https://money.rediff.com/companies/TGB-Banquets-and-Hotels-Ltd/16620065,
2383,TGV SRAAC Ltd.,,SREERAYALKBE,,https://money.rediff.com/companies/TGV-SRAAC-Ltd/12090009,
2384,Thangamayil Jewellery Ltd.,,THANGAMAYL,,https://money.rediff.com/companies/Thangamayil-Jewellery-Ltd/15070160,
2385,The Andhra Sugars Ltd.,,ANDHRSUGAR,,https://money.rediff.com/companies/The-Andhra-Sugars-Ltd/17010021,
2386,The Anup Engineering Ltd.,,ANUP,,https://money.rediff.com/companies/The-Anup-Engineering-Ltd/13510160,
2387,The Byke Hospitality Ltd.,,BYKE,,https://money.rediff.com/companies/The-Byke-Hospitality-Ltd/14010091,
2388,The Fertilisers and Chemicals Travancore Ltd.,,FACT,,https://money.rediff.com/companies/The-Fertilisers-and-Chemicals-Travancore-Ltd/12100017,
2389,The Grob Tea Company Ltd.,,GROBTEA,,https://money.rediff.com/companies/The-Grob-Tea-Company-Ltd/11040023,
2390,The Hi-Tech Gears Ltd.,,HITECHGEAR,,https://money.rediff.com/companies/The-Hi-Tech-Gears-Ltd/10560005,
2391,The Indian Card Clothing Company Ltd.,,INDIANCARD,,https://money.rediff.com/companies/The-Indian-Card-Clothing-Company-Ltd/13640001,
2392,The Investment Trust of India Ltd.,,THEINVEST,,https://money.rediff.com/companies/The-Investment-Trust-of-India-Ltd/14060223,
2393,The Mandhana Retail Ventures Ltd.,,TMRVLBE,,https://money.rediff.com/companies/The-Mandhana-Retail-Ventures-Ltd/10760018,
2394,The New India Assurance Company Ltd.,,NIACL,,https://money.rediff.com/companies/The-New-India-Assurance-Company-Ltd/14020003,
2395,The Peria Karamalai Tea & Produce Company Ltd.,,PKTEABE,,https://money.rediff.com/companies/The-Peria-Karamalai-Tea-Produce-Company-Ltd/11040030,
2396,The Ramco Cements Ltd.,,RAMCOCEM,,https://money.rediff.com/companies/The-Ramco-Cements-Ltd/11510023,
2397,The United Nilgiri Tea Estates Company Ltd.,,UNITEDTEA,,https://money.rediff.com/companies/The-United-Nilgiri-Tea-Estates-Company-Ltd/11040095,
2398,The Western India Plywood Ltd.,,WIPLBE,,https://money.rediff.com/companies/The-Western-India-Plywood-Ltd/17020232,
2399,Thejo Engineering Ltd.,,THEJOSM,,https://money.rediff.com/companies/Thejo-Engineering-Ltd/13520431,
2400,Themis Medicare Ltd.,,THEMISMED,,https://money.rediff.com/companies/Themis-Medicare-Ltd/12540269,
2401,Thermax Ltd.,,THERMAX,,https://money.rediff.com/companies/Thermax-Ltd/13630006,
2402,Thiru Arooran Sugars Ltd.,,THIRUSUGARBZ,,https://money.rediff.com/companies/Thiru-Arooran-Sugars-Ltd/11080015,
2403,Thirumalai Chemicals Ltd.,,TIRUMALCHM,,https://money.rediff.com/companies/Thirumalai-Chemicals-Ltd/12030004,
2404,Thomas Cook (India) Ltd.,,THOMASCOOK,,https://money.rediff.com/companies/Thomas-Cook-India-Ltd/16610005,
2405,Thomas Scott (India) Ltd.,,THOMASCOTTBE,,https://money.rediff.com/companies/Thomas-Scott-India-Ltd/16070116,
2406,Thyrocare Technologies Ltd.,,THYROCARE,,https://money.rediff.com/companies/Thyrocare-Technologies-Ltd/16550390,
2407,Tide Water Oil Company India Ltd.,,TIDEWATER,,https://money.rediff.com/companies/Tide-Water-Oil-Company-India-Ltd/13550006,
2408,Tijaria Polypipes Ltd.,,TIJARIA,,https://money.rediff.com/companies/Tijaria-Polypipes-Ltd/12190034,
2409,TIL Ltd.,,TIL,,https://money.rediff.com/companies/TIL-Ltd/13510012,
2410,Tilaknagar Industries Ltd.,,TI,,https://money.rediff.com/companies/Tilaknagar-Industries-Ltd/11100009,
2411,Timbor Home Ltd.,,TIMBORBZ,,https://money.rediff.com/companies/Timbor-Home-Ltd/17028178,
2412,Time Technoplast Ltd.,,TIMETECHNO,,https://money.rediff.com/companies/Time-Technoplast-Ltd/17024927,
2413,Times Guaranty Ltd.,,TIMESGTY,,https://money.rediff.com/companies/Times-Guaranty-Ltd/14060160,
2414,Timex Group India Ltd.,,TIMEXWATCH,,https://money.rediff.com/companies/Timex-Group-India-Ltd/12600003,
2415,Timken India Ltd.,,TIMKEN,,https://money.rediff.com/companies/Timken-India-Ltd/14510007,
2416,Tinplate Company of India Ltd.,,TINPLATE,,https://money.rediff.com/companies/Tinplate-Company-of-India-Ltd/15550005,
2417,Tips Industries Ltd.,,TIPSINDLTD,,https://money.rediff.com/companies/Tips-Industries-Ltd/17040012,
2418,Tirupati Forge Ltd.,,TIRUPATIFLSM,,https://money.rediff.com/companies/Tirupati-Forge-Ltd/13570102,
2419,Titagarh Steels Ltd.[Merged],,TITAGRSTELBE,,https://money.rediff.com/companies/Titagarh-Steels-Ltd-Merged/13560025,
2420,Titagarh Wagons Ltd.,,TWL,,https://money.rediff.com/companies/Titagarh-Wagons-Ltd/13510068,
2421,Titan Company Ltd.,,TITAN,,https://money.rediff.com/companies/Titan-Company-Ltd/12600001,
2422,TMT (India) Ltd.,,TMTINDIABE,,https://money.rediff.com/companies/TMT-India-Ltd/13520044,
2423,Todays Writing Instruments Ltd.,,TODAYSBZ,,https://money.rediff.com/companies/Todays-Writing-Instruments-Ltd/17080005,
2424,Tokyo Plast International Ltd.,,TOKYOPLAST,,https://money.rediff.com/companies/Tokyo-Plast-International-Ltd/12560001,
2425,Torrent Cables Ltd.,,TORRENGUJBE,,https://money.rediff.com/companies/Torrent-Cables-Ltd/12540060,
2426,Torrent Cables Ltd. (Old),,TORRENTCABBE,,https://money.rediff.com/companies/Torrent-Cables-Ltd-Old/15050012,
2427,Torrent Pharmaceuticals Ltd.,,TORNTPHARM,,https://money.rediff.com/companies/Torrent-Pharmaceuticals-Ltd/12540226,
2428,Torrent Power AEC Ltd.,,TORRENTAEC,,https://money.rediff.com/companies/Torrent-Power-AEC-Ltd/15130001,
2429,Torrent Power Ltd.,,TORNTPOWER,,https://money.rediff.com/companies/Torrent-Power-Ltd/15130120,
2430,Torrent Power SEC Ltd.,,TORRENTSEC,,https://money.rediff.com/companies/Torrent-Power-SEC-Ltd/15130006,
2431,Total Transport Systems Ltd.,,TOTALSM,,https://money.rediff.com/companies/Total-Transport-Systems-Ltd/17160111,
2432,Touchwood Entertainment Ltd.,,TOUCHWOODBE,,https://money.rediff.com/companies/Touchwood-Entertainment-Ltd/17041000,
2433,Tourism Finance Corporation of India Ltd.,,TFCILTD,,https://money.rediff.com/companies/Tourism-Finance-Corporation-of-India-Ltd/14010009,
2434,TPI India Ltd.,,TPINDIABE,,https://money.rediff.com/companies/TPI-India-Ltd/14590023,
2435,TPL Plastech Ltd.,,TPLPLASTEH,,https://money.rediff.com/companies/TPL-Plastech-Ltd/12200053,
2436,Trans Freight Containers Ltd.,,TRANSFREITBE,,https://money.rediff.com/companies/Trans-Freight-Containers-Ltd/14600030,
2437,Transchem Ltd.,,TRANSCHEM,,https://money.rediff.com/companies/Transchem-Ltd/12540061,
2438,Transformers & Rectifiers (India) Ltd.,,TRIL,,https://money.rediff.com/companies/Transformers-Rectifiers-India-Ltd/15150029,
2439,Transpek Industry Ltd.,,TRANSPEK,,https://money.rediff.com/companies/Transpek-Industry-Ltd/12060004,
2440,Transport Corporation of India Ltd.,,TCI,,https://money.rediff.com/companies/Transport-Corporation-of-India-Ltd/16590001,
2441,Transwarranty Finance Ltd.,,TFLBE,,https://money.rediff.com/companies/Transwarranty-Finance-Ltd/14010533,
2442,Transwind Infrastructures Ltd.,,TRANSWINDSM,,https://money.rediff.com/companies/Transwind-Infrastructures-Ltd/15210671,
2443,Treadsdirect Ltd.(Old),,TREADS,,https://money.rediff.com/companies/Treadsdirect-Ltd-Old/17025229,
2444,Tree House Education & Accessories Ltd.,,TREEHOUSE,,https://money.rediff.com/companies/Tree-House-Education-Accessories-Ltd/16690235,
2445,Trejhara Solutions Ltd.,,TREJHARA,,https://money.rediff.com/companies/Trejhara-Solutions-Ltd/13192614,
2446,Trent Ltd.,,TRENT,,https://money.rediff.com/companies/Trent-Ltd/12520005,
2447,TRF Ltd.,,TRF,,https://money.rediff.com/companies/TRF-Ltd/13510013,
2448,Tribhovandas Bhimji Zaveri Ltd.,,TBZ,,https://money.rediff.com/companies/Tribhovandas-Bhimji-Zaveri-Ltd/15070183,
2449,Tricom India Ltd.,,TRICOM,,https://money.rediff.com/companies/Tricom-India-Ltd/14060453,
2450,Trident Ltd.,,TRIDENT,,https://money.rediff.com/companies/Trident-Ltd/16030094,
2451,Trigyn Technologies Ltd.,,TRIGYN,,https://money.rediff.com/companies/Trigyn-Technologies-Ltd/13020032,
2452,Trinetra Cement Ltd.,,INDOZINCBE,,https://money.rediff.com/companies/Trinetra-Cement-Ltd/15100018,
2453,Triveni Engineering & Industries Ltd.,,TRIVENI,,https://money.rediff.com/companies/Triveni-Engineering-Industries-Ltd/15120011,
2454,Triveni Glass Ltd.,,TRIVENSHETBE,,https://money.rediff.com/companies/Triveni-Glass-Ltd/14570002,
2455,Triveni Turbine Ltd.,,TRITURBINE,,https://money.rediff.com/companies/Triveni-Turbine-Ltd/17024576,
2456,TTK Healthcare Ltd.,,TTKHLTCARE,,https://money.rediff.com/companies/TTK-Healthcare-Ltd/12540048,
2457,TTK Prestige Ltd.,,TTKPRESTIG,,https://money.rediff.com/companies/TTK-Prestige-Ltd/12570004,
2458,Tube Investments of India Ltd.,,TIINDIA,,https://money.rediff.com/companies/Tube-Investments-of-India-Ltd/14094896,
2459,Tulip Telecom Ltd.,,TULIPBZ,,https://money.rediff.com/companies/Tulip-Telecom-Ltd/13190819,
2460,Tulsi Extrusions Ltd.,,TULSIBZ,,https://money.rediff.com/companies/Tulsi-Extrusions-Ltd/12130057,
2461,Tulsyan NEC Ltd.,,TULSYANBE,,https://money.rediff.com/companies/Tulsyan-NEC-Ltd/15990005,
2462,Tuticorin Alkali Chemicals & Fertilizers Ltd.,,TUTICORALKBE,,https://money.rediff.com/companies/Tuticorin-Alkali-Chemicals-Fertilizers-Ltd/12090011,
2463,TV Today Network Ltd.,,TVTODAY,,https://money.rediff.com/companies/TV-Today-Network-Ltd/17040119,
2464,TV Vision Ltd.,,TVVISIONBE,,https://money.rediff.com/companies/TV-Vision-Ltd/17040337,
2465,TV18 Broadcast Ltd.,,TV18BRDCST,,https://money.rediff.com/companies/TV18-Broadcast-Ltd/17040160,
2466,TVS Electronics Ltd.,,TVSELECTBE,,https://money.rediff.com/companies/TVS-Electronics-Ltd/16610403,
2467,TVS Motor Company Ltd.,,TVSMOTOR,,https://money.rediff.com/companies/TVS-Motor-Company-Ltd/10540010,
2468,TVS Srichakra Ltd.,,TVSSRICHAK,,https://money.rediff.com/companies/TVS-Srichakra-Ltd/10680010,
2469,Twentyfirst Century Management Services Ltd.,,21STCENMGM,,https://money.rediff.com/companies/Twentyfirst-Century-Management-Services-Ltd/14010024,
2470,Twilight Litaka Pharma Ltd.,,TWILITAKABZ,,https://money.rediff.com/companies/Twilight-Litaka-Pharma-Ltd/12540057,
2471,UB Engineering Ltd.,,UBENGGBZ,,https://money.rediff.com/companies/UB-Engineering-Ltd/13510015,
2472,Ucal Fuel Systems Ltd.,,UCALFUEL,,https://money.rediff.com/companies/Ucal-Fuel-Systems-Ltd/10610009,
2473,UCO Bank,,UCOBANK,,https://money.rediff.com/companies/UCO-Bank/14030017,
2474,Udaipur Cement Works Ltd.,,JKUDYOGBE,,https://money.rediff.com/companies/Udaipur-Cement-Works-Ltd/11510047,
2475,Uflex Ltd.,,UFLEX,,https://money.rediff.com/companies/Uflex-Ltd/14590006,
2476,UFO Moviez India Ltd.,,UFO,,https://money.rediff.com/companies/UFO-Moviez-India-Ltd/17040677,
2477,Ugar Sugar Works Ltd.,,UGARSUGAR,,https://money.rediff.com/companies/Ugar-Sugar-Works-Ltd/11080048,
2478,Ujaas Energy Ltd.,,UJAAS,,https://money.rediff.com/companies/Ujaas-Energy-Ltd/13140032,
2479,Ujjivan Financial Services Ltd.,,UJJIVAN,,https://money.rediff.com/companies/Ujjivan-Financial-Services-Ltd/14011114,
2480,Ujjivan Small Finance Bank Ltd.,,UJJIVANSFB,,https://money.rediff.com/companies/Ujjivan-Small-Finance-Bank-Ltd/14094840,
2481,Ultra Wiring Connectivity Systems Ltd.,,UWCSLSM,,https://money.rediff.com/companies/Ultra-Wiring-Connectivity-Systems-Ltd/10600026,
2482,Ultramarine & Pigments Ltd.,,ULTRMARINE,,https://money.rediff.com/companies/Ultramarine-Pigments-Ltd/16090012,
2483,UltraTech Cement Ltd.,,ULTRACEMCO,,https://money.rediff.com/companies/UltraTech-Cement-Ltd/11520068,
2484,UltraTech Nathdwara Cement Ltd.,,BINANICEM,,https://money.rediff.com/companies/UltraTech-Nathdwara-Cement-Ltd/11520069,
2485,Umang Dairies Ltd.,,UMANGDAIRYBE,,https://money.rediff.com/companies/Umang-Dairies-Ltd/11120016,
2486,Unichem Laboratories Ltd.,,UNICHEMLAB,,https://money.rediff.com/companies/Unichem-Laboratories-Ltd/12540050,
2487,Uniflex Cables Ltd.[Amalgamated],,UNIFLEX,,https://money.rediff.com/companies/Uniflex-Cables-Ltd-Amalgamated/15050027,
2488,Uniinfo Telecom Services Ltd.,,UNIINFOSM,,https://money.rediff.com/companies/Uniinfo-Telecom-Services-Ltd/15200348,
2489,Unimin India Ltd.,,UNIMINBE,,https://money.rediff.com/companies/Unimin-India-Ltd/12190011,
2490,Union Bank of India,,UNIONBANK,,https://money.rediff.com/companies/Union-Bank-of-India/14030018,
2491,Uniphos Enterprises Ltd.,,UNIENTER,,https://money.rediff.com/companies/Uniphos-Enterprises-Ltd/12120011,
2492,Uniply Industries Ltd.,,UNIPLY,,https://money.rediff.com/companies/Uniply-Industries-Ltd/11570043,
2493,Unitech Ltd.,,UNITECHBZ,,https://money.rediff.com/companies/Unitech-Ltd/11610003,
2494,United Bank of India [Amalgamated],,UNITEDBNK,,https://money.rediff.com/companies/United-Bank-of-India-Amalgamated/14030059,
2495,United Breweries (Holdings) Ltd.,,UBHOLDINGSBZ,,https://money.rediff.com/companies/United-Breweries-Holdings-Ltd/11090007,
2496,United Breweries Ltd.,,UBL,,https://money.rediff.com/companies/United-Breweries-Ltd/11090043,
2497,United Polyfab Gujarat Ltd.,,UNITEDPOLYSM,,https://money.rediff.com/companies/United-Polyfab-Gujarat-Ltd/16110018,
2498,United Spirits Ltd.,,MCDOWELL-N,,https://money.rediff.com/companies/United-Spirits-Ltd/11100025,
2499,United Western Bank Ltd.[Merged],,UNIWESTBNK,,https://money.rediff.com/companies/United-Western-Bank-Ltd-Merged/14030068,
2500,Unity Infraprojects Ltd.,,UNITYBZ,,https://money.rediff.com/companies/Unity-Infraprojects-Ltd/15210026,
2501,Univastu India Ltd.,,UNIVASTU,,https://money.rediff.com/companies/Univastu-India-Ltd/11623303,
2502,Universal Cables Ltd.,,UNIVCABLES,,https://money.rediff.com/companies/Universal-Cables-Ltd/15050009,
2503,Universus Photo Imagings Ltd.,,UNIVPHOTO,,https://money.rediff.com/companies/Universus-Photo-Imagings-Ltd/16570016,
2504,Uniworth Ltd.,,WOOLWORTHBE,,https://money.rediff.com/companies/Uniworth-Ltd/16060011,
2505,UPL Ltd.,,UPL,,https://money.rediff.com/companies/UPL-Ltd/12060021,
2506,Upper Ganges Sugar & Industries Ltd.,,UPERGANGES,,https://money.rediff.com/companies/Upper-Ganges-Sugar-Industries-Ltd/11080050,
2507,Uravi T and Wedge Lamps Ltd.,,URAVISM,,https://money.rediff.com/companies/Uravi-T-and-Wedge-Lamps-Ltd/10620033,
2508,Urja Global Ltd.,,URJABE,,https://money.rediff.com/companies/Urja-Global-Ltd/14090118,
2509,Usha Ispat Ltd.,,USHAISPATBE,,https://money.rediff.com/companies/Usha-Ispat-Ltd/15540018,
2510,Usha Martin Education & Solutions Ltd.,,UMESLTDBE,,https://money.rediff.com/companies/Usha-Martin-Education-Solutions-Ltd/13190175,
2511,Usha Martin Ltd.,,USHAMART,,https://money.rediff.com/companies/Usha-Martin-Ltd/15060006,
2512,Ushanti Colour Chem Ltd.,,UCLSM,,https://money.rediff.com/companies/Ushanti-Colour-Chem-Ltd/16090097,
2513,Ushdev International Ltd.,,USHDEVINTBE,,https://money.rediff.com/companies/Ushdev-International-Ltd/14060213,
2514,Usher Agro Ltd.,,USHERAGROBE,,https://money.rediff.com/companies/Usher-Agro-Ltd/11330022,
2515,UTI Mastershare,,MASTERSHAR,,https://money.rediff.com/companies/UTI-Mastershare/14050001.05,
2516,Utique Enterprises Ltd.,,APPLEINDBE,,https://money.rediff.com/companies/Utique-Enterprises-Ltd/14070001,
2517,Uttam Galva Steels Ltd.,,UTTAMSTLBE,,https://money.rediff.com/companies/Uttam-Galva-Steels-Ltd/15550006,
2518,Uttam Sugar Mills Ltd.,,UTTAMSUGAR,,https://money.rediff.com/companies/Uttam-Sugar-Mills-Ltd/11320023,
2519,Uttam Value Steels Ltd.,,UVSLBE,,https://money.rediff.com/companies/Uttam-Value-Steels-Ltd/15580059,
2520,UTV Software Communications Ltd.,,UTVSOF,,https://money.rediff.com/companies/UTV-Software-Communications-Ltd/13190198,
2521,V B Desai Financial Services Ltd.,,VBDESAIFINBE,,https://money.rediff.com/companies/V-B-Desai-Financial-Services-Ltd/14060053,
2522,V Mart Retail Ltd.,,VMART,,https://money.rediff.com/companies/V-Mart-Retail-Ltd/10760013,
2523,V-Guard Industries Ltd.,,VGUARD,,https://money.rediff.com/companies/V-Guard-Industries-Ltd/13150060,
2524,V2 Retail Ltd.,,V2RETAIL,,https://money.rediff.com/companies/V2-Retail-Ltd/16610468,
2525,Va Tech Wabag Ltd.,,WABAG,,https://money.rediff.com/companies/Va-Tech-Wabag-Ltd/17025082,
2526,Vadilal Industries Ltd.,,VADILALIND,,https://money.rediff.com/companies/Vadilal-Industries-Ltd/11050062,
2527,Vadivarhe Speciality Chemicals Ltd.,,VSCLSM,,https://money.rediff.com/companies/Vadivarhe-Speciality-Chemicals-Ltd/12060121,
2528,Vaibhav Global Ltd.,,VAIBHAVGBL,,https://money.rediff.com/companies/Vaibhav-Global-Ltd/15070050,
2529,Vaishali Pharma Ltd.,,VAISHALI,,https://money.rediff.com/companies/Vaishali-Pharma-Ltd/12541544,
2530,Vakrangee Ltd.,,VAKRANGEE,,https://money.rediff.com/companies/Vakrangee-Ltd/14090062,
2531,Valecha Engineering Ltd.,,VALECHAENGBZ,,https://money.rediff.com/companies/Valecha-Engineering-Ltd/11600031,
2532,Value Industries Ltd.,,VALUEINDBZ,,https://money.rediff.com/companies/Value-Industries-Ltd/13180003,
2533,Vardhman Acrylics Ltd.,,VARDHACRLC,,https://money.rediff.com/companies/Vardhman-Acrylics-Ltd/12150036,
2534,Vardhman Holdings Ltd.,,VHL,,https://money.rediff.com/companies/Vardhman-Holdings-Ltd/16040029,
2535,Vardhman Polytex Ltd.,,VARDMNPOLYBE,,https://money.rediff.com/companies/Vardhman-Polytex-Ltd/16030029,
2536,Vardhman Special Steels Ltd.,,VSSLBE,,https://money.rediff.com/companies/Vardhman-Special-Steels-Ltd/15510147,
2537,Vardhman Textiles Ltd.,,VTL,,https://money.rediff.com/companies/Vardhman-Textiles-Ltd/16030027,
2538,Varroc Engineering Ltd.,,VARROC,,https://money.rediff.com/companies/Varroc-Engineering-Ltd/10610049,
2539,Varun Beverages Ltd.,,VBL,,https://money.rediff.com/companies/Varun-Beverages-Ltd/11230006,
2540,Varun Industries Ltd.,,VARUNBZ,,https://money.rediff.com/companies/Varun-Industries-Ltd/16610475,
2541,Varun Shipping Company Ltd.,,VARUNSHIPBZ,,https://money.rediff.com/companies/Varun-Shipping-Company-Ltd/16580008,
2542,Vasa Retail & Overseas Ltd.,,VASASM,,https://money.rediff.com/companies/Vasa-Retail-Overseas-Ltd/17080185,
2543,Vascon Engineers Ltd.,,VASCON,,https://money.rediff.com/companies/Vascon-Engineers-Ltd/11620941,
