,Company Name,Sector Name,Link
1,Grindwell Norto,Abrasives,https://www.moneycontrol.com//india/stockpricequote/abrasives/grindwellnorton/GN
2,Carborundum,Abrasives,https://www.moneycontrol.com//india/stockpricequote/abrasives/carborundumuniversal/CU
3,Wendt,Abrasives,https://www.moneycontrol.com//india/stockpricequote/abrasives/wendtindia/WI05
4,Hindustan Aeron,Aerospace & Defence,https://www.moneycontrol.com//india/stockpricequote/diversified/hindustanaeronauticsltd/HAL
5,Taneja Aerospac,Aerospace & Defence,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/tanejaaerospaceaviation/TAA
6,TAAL Enterprise,Aerospace & Defence,https://www.moneycontrol.com//india/stockpricequote/transportlogistics/taalenterprises/TAA01
7,Bombay Burmah,Agriculture,https://www.moneycontrol.com//india/stockpricequote/plantationsteacoffee/bombayburmahtradingcorporation/BBT
8,Kaveri Seed,Agriculture,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01
9,Nath Bio-Genes,Agriculture,https://www.moneycontrol.com//india/stockpricequote/pharmaceuticals/nathbiogenes/NBG
10,Goodricke Group,Agriculture,https://www.moneycontrol.com//india/stockpricequote/plantationsteacoffee/goodrickegroup/GG02
11,JK Agri Genetic,Agriculture,https://www.moneycontrol.com//india/stockpricequote/fertilisers/jkagrigenetics/JKA03
12,Harrisons Malay,Agriculture,https://www.moneycontrol.com//india/stockpricequote/plantationsteacoffee/harrisonsmalyalam/HM02
13,Dhunseri Tea,Agriculture,https://www.moneycontrol.com//india/stockpricequote/plantationsteacoffee/dhunseriteaindustries/DTI03
14,Mangalam Seeds,Agriculture,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/mangalamseeds/MS18
15,Joonktollee Tea,Agriculture,https://www.moneycontrol.com//india/stockpricequote/plantationsteacoffee/joonktolleeteaindustries/JTI03
16,Agri-Tech,Agriculture,https://www.moneycontrol.com//india/stockpricequote/fertilisers/agritechindia/ATI02
17,Diana Tea,Agriculture,https://www.moneycontrol.com//india/stockpricequote/plantationsteacoffee/dianateacompany/DTC
18,Transchem,Agriculture,https://www.moneycontrol.com//india/stockpricequote/pharmaceuticals/transchem/T03
19,Nagarjuna Ag,Agriculture,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/nagarjunaagritech/NA03
20,Kanel Ind,Agriculture,https://www.moneycontrol.com//india/stockpricequote/edibleoilssolventextraction/kanelindustries/KOE02
21,Voltas,Air Conditioners,https://www.moneycontrol.com//india/stockpricequote/diversified/voltas/V
22,Johnson Control,Air Conditioners,https://www.moneycontrol.com//india/stockpricequote/consumergoodswhitegoods/johnsoncontrolshitachiairconditioningindia/HHL
23,Amber Enterpris,Air Conditioners,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/amberenterprisesindialimited/AEI01
24,Blue Star,Air Conditioners,https://www.moneycontrol.com//india/stockpricequote/consumergoodswhitegoods/bluestar/BS
25,Interglobe Avi,Airlines,https://www.moneycontrol.com//india/stockpricequote/transportlogistics/interglobeaviation/IA04
26,SpiceJet,Airlines,https://www.moneycontrol.com//india/stockpricequote/transportlogistics/spicejet/SJ01
27,Jet Airways,Airlines,https://www.moneycontrol.com//india/stockpricequote/transportlogistics/jetairways/JA01
28,Global Vectra,Airlines,https://www.moneycontrol.com//india/stockpricequote/transportlogistics/globalvectrahelicorp/GVH
29,NALCO,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/nationalaluminiumcompany/NAC
30,Manaksia Alumin,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/manaksiaaluminiumcompany/MAC03
31,Arfin India,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/metalsnonferrous/arfinindia/AI70
32,PG Foils,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/pgfoils/PGF
33,Century Extr,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/centuryextrusions/CE02
34,Maan Aluminium,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/maanaluminium/MA03
35,Sacheta Metals,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/sachetametals/SM12
36,Hind Aluminium,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/hindaluminiumindustries/HAI
37,Hardwyn,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/garvindustries/GI34
38,Sudal Ind,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/aluminium/sudalindustries/SI58
39,Universal Prime,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/trading/universalprimealuminium/UPA
40,Galada Telecom,Aluminium & Aluminium Products,https://www.moneycontrol.com//india/stockpricequote/cablespowerothers/galadapowertelecommunications/GPT
41,Wonderla,Amusement Parks/Recreation/Club,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/wonderlaholidays/WH01
42,Nicco Parks,Amusement Parks/Recreation/Club,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/niccoparkresorts/NPR01
43,Hanman Fit,Amusement Parks/Recreation/Club,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/powerhousegymwellness/PFA01
44,Avanti Feeds,Aquaculture,https://www.moneycontrol.com//india/stockpricequote/aquaculture/avantifeeds/AF21
45,Apex Frozen,Aquaculture,https://www.moneycontrol.com//india/stockpricequote/foodprocessing/apexfrozenfoods/AFF
46,Waterbase,Aquaculture,https://www.moneycontrol.com//india/stockpricequote/aquaculture/waterbase/W04
47,Coastal Corp,Aquaculture,https://www.moneycontrol.com//india/stockpricequote/aquaculture/coastaltrawlers/CTL
48,Zeal Aqua ,Aquaculture,https://www.moneycontrol.com//india/stockpricequote/aquaculture/zealaqua/ZA
49,Shantanu Sheo,Aquaculture,https://www.moneycontrol.com//india/stockpricequote/aquaculture/shantanusheoreyaqua/SSA02
50,Varroc Engineer,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/engineeringheavy/varrocengineering/VE08
51,Enkei Wheels,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/enkeiwheelsindia/EWI
52,Rane Brake,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/ranebrakelinings/RBL01
53,GNA Axles,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/gnaaxles/A03
54,Pricol,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/pricol/P9
55,Rajratan Global,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/rajratanglobalwire/RGW01
56,Frontier Spring,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/frontiersprings/FS02
57,Kinetic Eng,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/kineticengineering/KE
58,Sal Automotive,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autotractors/swarajautomotives/SA15
59,PAE,Auto Ancillaries,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/pae/PAE05
60,Subros,Auto Ancillaries - Air Conditioning Parts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/subros/S07
61,Bosch,"Auto Ancillaries - Auto, Truck & Motorcycle Parts",https://www.moneycontrol.com//india/stockpricequote/autoancillaries/bosch/B05
62,Motherson Sumi,"Auto Ancillaries - Auto, Truck & Motorcycle Parts",https://www.moneycontrol.com//india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01
63,Mah Scooters,"Auto Ancillaries - Auto, Truck & Motorcycle Parts",https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/maharashtrascooters/MS01
64,Sundaram-Clayto,"Auto Ancillaries - Auto, Truck & Motorcycle Parts",https://www.moneycontrol.com//india/stockpricequote/autoancillaries/sundaramclayton/SC
65,Sandhar Technol,"Auto Ancillaries - Auto, Truck & Motorcycle Parts",https://www.moneycontrol.com//india/stockpricequote/autoancillaries/sandhartechnologies/STl06
66,Ind Motor Parts,"Auto Ancillaries - Auto, Truck & Motorcycle Parts",https://www.moneycontrol.com//india/stockpricequote/trading/indiamotorpartsaccessories/IMP03
67,Automotive Axle,Auto Ancillaries - Axle shafts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/automotiveaxles/AA06
68,Talbros Eng,Auto Ancillaries - Axle shafts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/talbrosengineering/TE15
69,Schaeffler Ind,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/schaefflerindia/FAG
70,SKF India,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/skfindia/SKF01
71,Timken,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/timkenindia/TI23
72,NRB Bearings,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/nrbbearings/NRB
73,Menon Bearings,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/menonbearings/MB01
74,Bimetal Bearing,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/bimetalbearings/BB04
75,Galaxy Bearings,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/galaxybearings/GB
76,SNL Bearings,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/snlbearings/SNB
77,Benara Bearings,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/diversified/benarabearingspistons/BBP01
78,Vishal Bearing,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/vishalbearings/VB
79,NRB Industrial,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/nrbindustrialbearings/NRB01
80,Austin Eng,Auto Ancillaries - Bearings,https://www.moneycontrol.com//india/stockpricequote/bearings/austinengineeringcompany/AEC04
81,Hind Composites,Auto Ancillaries - Brakes,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/hindustancomposites/HC06
82,Sundaram Brake,Auto Ancillaries - Brakes,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/sundarambrakelinings/SBL
83,Auto Corp Goa,Auto Ancillaries - Bus Body,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/automobilecorporationgoa/ACG
84,Mahindra CIE,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/mahindracieautomotive/MF19
85,RamkrishnaForge,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/ramkrishnaforgings/RF17
86,MM Forgings,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/mmforgings/MMF
87,PTC Industries,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/engineeringheavy/ptcindustries/PTC03
88,Steelcast,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/steelcast/S06
89,Synergy Green I,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/synergygreenindustries/SGI02
90,Uni Abex,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/uniabexalloyproducts/UAA
91,Invest and Prec,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/investmentprecisioncastings/IPC01
92,LGB Forge,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/lgbforge/LGB01
93,Rama Steel Tube,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/steelmediumsmall/ramasteeltubes/RST
94,Magna Electro,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/magnaelectrocastings/MEC
95,Rajkumar Forge,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/rajkumarforge/RF03
96,Sanghvi Forging,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/sanghviforgingengineering/SFE
97,Metalyst Forgin,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/metalystforgings/AF01
98,Porwal Auto,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/porwalautocomponents/PAC02
99,Sibar Auto,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/sibarautoparts/SAP01
100,Hilton Metal,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/hiltonmetalforging/HMF
101,Simplex Casting,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/simplexcastings/SC16
102,Smiths & Found,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/smithsfounders/SF08
103,Carnation Ind,Auto Ancillaries - Castings/Forgings,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/carnationindustries/CI03
104,Setco Auto,Auto Ancillaries - Clutches,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/setcoautomotive/SA14
105,Cummins,Auto Ancillaries - Diesel Engines,https://www.moneycontrol.com//india/stockpricequote/engines/cumminsindia/CI02
106,Swaraj Engines,Auto Ancillaries - Diesel Engines,https://www.moneycontrol.com//india/stockpricequote/engines/swarajengines/SE
107,India Nippon,Auto Ancillaries - Engine Parts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/indianipponelectricals/INE
108,Rane Engine,Auto Ancillaries - Engine Parts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/raneenginevalves/REV
109,JTEKT India ,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jtektindia/SKS04
110,LG Balakrishnan,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB
111,Shanthi Gears,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/shanthigears/SG04
112,Rane Madras,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/ranemadras/RM08
113,ZF Steering Gea,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/zfsteeringgearindia/ZFS
114,JMT Auto,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jmtauto/JMT02
115,The Hi-Tech Gea,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/thehitechgears/HTG
116,Shivam Auto,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/shivamautotech/SA13
117,RACL Geartech,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/raunaqautomotivecomponents/RAC
118,Bharat Gears,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/bharatgears/BG01
119,Him Teknoforge ,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/himteknoforge/GAG
120,Gajra Bevel Gea,Auto Ancillaries - Gears,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/gajrabevelgears/GBG
121,Minda Ind,Auto Ancillaries - Head lamps & lights,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/mindaindustries/MI4
122,Lumax Inds,Auto Ancillaries - Head lamps & lights,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/lumaxindustries/LI05
123,FIEM Ind,Auto Ancillaries - Head lamps & lights,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/fiemindustries/FIE
124,Autolite India,Auto Ancillaries - Head lamps & lights,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/autoliteindia/AI31
125,Jagan Litech,Auto Ancillaries - Head lamps & lights,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jaganlitechlamps/JLL
126,WABCO India,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/wabcoindia/WAB
127,Endurance Techn,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/endurancetechnologies/ET01
128,Suprajit Eng,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/suprajitengineering/SE15
129,Minda Corp,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/mindacorporation/MC23
130,Lumax Auto Tech,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/lumaxautotechnologies/LAT01
131,Banco Products,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/bancoproductsindia/BPI
132,Munjal Auto Ind,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/munjalautoindustries/MAI04
133,Munjal Showa,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/munjalshowa/MS
134,Alicon Castallo,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/castingsforgings/aliconcastalloy/EC06
135,PPAP Automotive,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/ppapautomotive/PPP03
136,Jay Ushin,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jayushin/JU
137,Commercial Eng,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/engineering/commercialengineersbodybuildersco/CEB
138,Remsons Ind,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/remsonsindustries/RI10
139,Hind Hardy,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/hindustanhardy/HHS
140,GS Auto,Auto Ancillaries - Others,https://www.moneycontrol.com//india/stockpricequote/fasteners/gsautointernational/GSA
141,Federal-Mogul,Auto Ancillaries - Pistons,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/federalmogulgoetze/FMG
142,Samkrg Pistons,Auto Ancillaries - Pistons,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/samkrgpistonsrings/SPR01
143,Menon Pistons,Auto Ancillaries - Pistons,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/menonpistons/MP18
144,IP Rings,Auto Ancillaries - Pistons,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/iprings/IPR
145,Harita Seating,Auto Ancillaries - Seating covers & parts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/haritaseatingsystems/HSS02
146,Bharat Seats,Auto Ancillaries - Seating covers & parts,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/bharatseats/BS03
147,Jay BharatMarut,Auto Ancillaries - Sheet Metals,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jaybharatmaruti/JBM
148,Omax Autos,Auto Ancillaries - Sheet Metals,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/omaxautos/OA
149,Autoline Ind,Auto Ancillaries - Sheet Metals,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/autolineindustries/AI59
150,Rasandik Engg,Auto Ancillaries - Sheet Metals,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/rasandikengineeringindustriesindia/REI02
151,Gabriel India,Auto Ancillaries - Shock absorbers,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/gabrielindia/GI02
152,JBM Auto,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jbmauto/JBM03
153,Sharda Motor,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/shardamotorindustries/SMI04
154,Rico Auto,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/ricoauto/RA04
155,Precision Camsh,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/precisioncamshafts/PC16
156,IST Ltd,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/ist/IST
157,UCAL Fuel,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/ucalfuelsystems/UFS
158,Talbros Auto,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/talbrosautomotivecomponents/TAC
159,Auto Stampings,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/automotivestampingsassemblies/ASA01
160,Spectra Ind,Auto Ancillaries - Spare Parts & Accessories,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/spectraindustries/SI33
161,Jamna Auto,Auto Ancillaries - Springs,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/jamnaautoindustries/JAI
162,MRF,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/mrf/MRF
163,Balkrishna Ind,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/balkrishnaindustries/BI03
164,Apollo Tyres,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/apollotyres/AT14
165,Ceat,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/ceat/C07
166,Goodyear,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/goodyearindia/GI11
167,JK Tyre & Ind,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/jktyreindustries/JKT01
168,TVS Srichakra,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/tvssrichakra/TVS03
169,Rubfila Intl,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/rubfilainternational/RI21
170,Indag Rubber,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/indagrubber/IR
171,Pix Transmis,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/pixtransmissions/PT07
172,GRP,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/grp/GRR
173,Modi Rubber,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/modirubber/MR01
174,Dolfin Rubbers,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/dolfinrubbers/DR02
175,MM Rubber,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/mmrubbercompany/MMR
176,Somi Conveyor,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/somiconveyorbeltings/SCB
177,Krypton,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/kryptonindustries/KI14
178,Eastern Treads,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/easterntreads/ET
179,Govind Rubber,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/tyres/govindrubber/GR01
180,Vamshi Rubber,Auto Ancillaries - Tyres & Rubber Products,https://www.moneycontrol.com//india/stockpricequote/rubber/vamshirubber/VR
181,Wheels,Auto Ancillaries - Wheels,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/wheelsindia/WI11
182,Steel Str Wheel,Auto Ancillaries - Wheels,https://www.moneycontrol.com//india/stockpricequote/autoancillaries/steelstripswheels/SSW02
183,Bajaj Auto,Automobile - 2 & 3 Wheelers,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/bajajauto/BA10
184,Hero Motocorp,Automobile - 2 & 3 Wheelers,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/heromotocorp/HHM
185,TVS Motor,Automobile - 2 & 3 Wheelers,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS
186,Atul Auto,Automobile - 2 & 3 Wheelers,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/atulauto/AA08
187,Scooters India,Automobile - 2 & 3 Wheelers,https://www.moneycontrol.com//india/stockpricequote/auto23wheelers/scootersindia/SI09
188,M&M,Automobile - Auto & Truck Manufacturers,https://www.moneycontrol.com//india/stockpricequote/autocarsjeeps/mahindramahindra/MM
189,Eicher Motors,Automobile - LCVS/ HVCS,https://www.moneycontrol.com//india/stockpricequote/autolcvshcvs/eichermotors/EM
190,Tata Motors,Automobile - LCVS/ HVCS,https://www.moneycontrol.com//india/stockpricequote/autolcvshcvs/tatamotors/TM03
191,TML-D,Automobile - LCVS/ HVCS,https://www.moneycontrol.com//india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000
192,Maruti Suzuki,Automobile - Passenger Cars,https://www.moneycontrol.com//india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24
193,Hind Motors,Automobile - Passenger Cars,https://www.moneycontrol.com//india/stockpricequote/autocarsjeeps/hindustanmotors/HM
194,Escorts,Automobile - Tractors,https://www.moneycontrol.com//india/stockpricequote/autotractors/escorts/E
195,HMT,Automobile - Tractors,https://www.moneycontrol.com//india/stockpricequote/autotractors/hmt/HMT
196,VST Tillers,Automobile - Tractors,https://www.moneycontrol.com//india/stockpricequote/autotractors/vsttillerstractors/VST01
197,Ashok Leyland,Automobile - Trucks/LCVs,https://www.moneycontrol.com//india/stockpricequote/autolcvshcvs/ashokleyland/AL
198,Force Motors,Automobile - Trucks/LCVs,https://www.moneycontrol.com//india/stockpricequote/autolcvshcvs/forcemotors/FM01
199,SML Isuzu,Automobile - Trucks/LCVs,https://www.moneycontrol.com//india/stockpricequote/autolcvshcvs/smlisuzu/SM
200,HDFC Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/hdfcbank/HDF01
201,Kotak Mahindra,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB
202,ICICI Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/icicibank/ICI02
203,Axis Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/axisbank/AB16
204,Bandhan Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/bandhanbank/BB09
205,IndusInd Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/indusindbank/IIB
206,Yes Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/yesbank/YB
207,AU Small Financ,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/ausmallfinancebank/ASF02
208,IDFC First Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/idfcfirstbank/IDF01
209,Federal Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/federalbank/FB
210,City Union Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/cityunionbank/CUB
211,RBL Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/rblbank/RB03
212,Ujjivan Small,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/ujjivansmallfinancebank/ujjivansmallfinancebank/USF
213,CSB Bank,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/csbbank/CB05
214,Karur Vysya,Bank - Private,https://www.moneycontrol.com//india/stockpricequote/banksprivatesector/karurvysyabank/KVB
